Campaign Member ID,Contact ID,Campaign Name,Last Touch Channel,Campaign Response Date,Interaction Status,Account Type,Account Tier,Region,Meeting Booked,Meeting Booked Date,Opportunity ID,Timestamp Date Qualified,Pipeline Revenue Share,Opportunity Stage,Closed Won CARR,AE Owner
CM-12289,CON-52289,[Paid Search],Paid Search,2026-01-07,-,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10482,CON-50482,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-25,Attended,Customer,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-11022,CON-51022,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-10,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10026,CON-50026,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-26,Registered,Prospect,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-10391,CON-50391,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-02,Attended,Churned,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-12254,CON-52254,[Paid Search],Paid Search,2026-03-05,-,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-10279,CON-50279,CY26 Q1 - Hosted - Chicago Blackhawks - 2026-02-09,Hosted Events,2026-02-09,Attended,Customer,Tier 2,West,No,,,,,,,Marcus Webb
CM-11431,CON-51431,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-02,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Rachel Torres
CM-10445,CON-50445,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-07,Attended,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-10644,CON-50644,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-11013,CON-51013,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-06,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Rachel Torres
CM-12294,CON-52294,[Paid Social],Paid Social,2026-03-17,-,Prospect,Tier 2,Northeast,No,,,,,,,Sarah Mitchell
CM-10395,CON-50395,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-03-06,Attended,Customer,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-10720,CON-50720,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Marcus Webb
CM-12499,CON-52499,[Direct Traffic],Direct Traffic,2026-02-05,-,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-10821,CON-50821,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-12020,CON-52020,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-04,Clicked,Prospect,Enterprise,Southwest,No,,,,,,,Rachel Torres
CM-10641,CON-50641,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-09,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-12127,CON-52127,[Paid Search],Paid Search,2026-03-21,-,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-12036,CON-52036,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-24,Clicked,Customer,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-10930,CON-50930,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-11489,CON-51489,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Attended,Prospect,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-12307,CON-52307,[Paid Social],Paid Social,2026-01-07,-,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-12120,CON-52120,[Paid Search],Paid Search,2026-01-29,-,Customer,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-10498,CON-50498,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-26,Registered,Churned,Enterprise,Northeast,Yes,2026-02-16,OPP-80107,2026-03-05,194300.0,Negotiation,,Rachel Torres
CM-11295,CON-51295,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,Sarah Mitchell
CM-12493,CON-52493,[Direct Traffic],Direct Traffic,2026-01-25,-,Prospect,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11948,CON-51948,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-10,Registered,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-10774,CON-50774,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-10557,CON-50557,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-27,Gift Delivered,Customer,Tier 2,Southeast,No,,,,,,,James O'Brien
CM-11297,CON-51297,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11909,CON-51909,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-08,Registered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10098,CON-50098,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-18,Attended,Prospect,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-11690,CON-51690,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-04,Badge Scan,Churned,Enterprise,Southwest,No,,,,,,,Marcus Webb
CM-11801,CON-51801,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-18,No Show,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-10467,CON-50467,CY26 Q1 - Hosted - Golden State Warriors vs Denver Nuggets - 2026-02-02,Hosted Events,2026-02-03,No Show,Customer,Tier 2,Southwest,No,,,,,,,David Kim
CM-10760,CON-50760,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Customer,Tier 2,Midwest,Yes,2026-01-21,,,,,,Rachel Torres
CM-10633,CON-50633,CY26 Q1 direct-mail-1few-yeti-cooler (2/14/26),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-11123,CON-51123,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-10331,CON-50331,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-02-01,Attended,Prospect,Tier 1,Southeast,Yes,2026-02-12,,,,,,Rachel Torres
CM-12225,CON-52225,[Paid Search],Paid Search,2026-03-02,-,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10486,CON-50486,CY26 Q1 - Hosted - HMR After Dark Party - 2026-01-26,Hosted Events,2026-01-31,No Show,Customer,Tier 1,Southwest,No,,,,,,,Sarah Mitchell
CM-12226,CON-52226,[Paid Search],Paid Search,2026-03-06,-,Customer,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-11495,CON-51495,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-10944,CON-50944,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-10093,CON-50093,CY26 Q1 - Hosted - Big East Tournament - 2026-03-13,Hosted Events,2026-03-14,Attended,Prospect,Tier 1,Northeast,No,,,,,,,David Kim
CM-12179,CON-52179,[Paid Search],Paid Search,2026-01-23,-,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-11331,CON-51331,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-11646,CON-51646,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-10,Badge Scan,Prospect,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-11034,CON-51034,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-11324,CON-51324,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-10834,CON-50834,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Enterprise,Southwest,No,,,,,,,Rachel Torres
CM-11463,CON-51463,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Visited Booth,Customer,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-10613,CON-50613,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-21,Gift Delivered,Prospect,Tier 1,West,Yes,2026-01-27,OPP-80132,2026-02-25,108600.0,Closed Lost,,Rachel Torres
CM-10255,CON-50255,CY26 Q1 - Hosted - Chicago Bears Wild Card - 2026-01-10,Hosted Events,2026-01-12,Attended,Prospect,Tier 1,Northeast,Yes,2026-01-28,OPP-80056,2026-02-26,218800.0,Negotiation,,Rachel Torres
CM-11243,CON-51243,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-23,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-10677,CON-50677,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-10556,CON-50556,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-25,Gift Delivered,Prospect,Enterprise,West,No,,,,,,,David Kim
CM-11723,CON-51723,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-05,Visited Booth,Customer,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-11002,CON-51002,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-04,-,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-11839,CON-51839,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-14,Registered,Prospect,Tier 2,West,No,,,,,,,James O'Brien
CM-10630,CON-50630,CY26 Q1 direct-mail-1few-yeti-cooler (2/14/26),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 1,Midwest,No,,,,,,,James O'Brien
CM-10962,CON-50962,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-23,-,Prospect,Tier 2,Southwest,No,,,,,,,Marcus Webb
CM-10400,CON-50400,CY26 Q1 - Hosted - Enterprise Ski Summit - 2026-03-01,Hosted Events,2026-02-28,Attended,Customer,Tier 1,West,Yes,2026-03-16,OPP-80091,2026-03-20,150900.0,Discovery,,Sarah Mitchell
CM-10411,CON-50411,CY26 Q1 - Hosted - FJA Ski Weekend - Private Dinner for 10 - 2026-01-11,Hosted Events,2026-01-11,Registered,Customer,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12391,CON-52391,[Organic Search],Organic Search,2026-02-23,-,Customer,Tier 2,Southwest,Yes,2026-02-26,OPP-80232,2026-03-17,41400.0,Negotiation,,David Kim
CM-10072,CON-50072,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-11,Attended,Prospect,Tier 1,Northeast,No,,,,,,,David Kim
CM-11314,CON-51314,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,David Kim
CM-10594,CON-50594,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,-,Customer,Enterprise,Southeast,No,,,,,,,Marcus Webb
CM-11599,CON-51599,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-14,Attended,Prospect,Tier 1,Southeast,Yes,2026-02-27,OPP-80181,2026-03-25,66000.0,Negotiation,,Sarah Mitchell
CM-12281,CON-52281,[Paid Search],Paid Search,2026-02-19,-,Prospect,Enterprise,Southeast,No,,,,,,,David Kim
CM-10352,CON-50352,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-28,No Show,Churned,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-12375,CON-52375,[Organic Search],Organic Search,2026-01-12,-,Churned,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-12111,CON-52111,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-06,Opened,Churned,Tier 1,Southwest,No,,,,,,,James O'Brien
CM-11191,CON-51191,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-12110,CON-52110,CY26 Q1 - Email - Express Demands Launch,Email Marketing,2026-03-03,-,Prospect,Tier 1,Southwest,No,,,,,,,David Kim
CM-11494,CON-51494,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-21,Badge Scan,Prospect,Tier 1,Northeast,Yes,2026-02-09,OPP-80162,2026-02-18,89700.0,Closed Lost,,David Kim
CM-12504,CON-52504,[Direct Traffic],Direct Traffic,2026-01-21,-,Churned,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-11195,CON-51195,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-18,Gift Delivered,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
CM-12001,CON-52001,CY26 Q1 - Email - Case Study McCready Law,Email Marketing,2026-02-02,Opened,Customer,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-11368,CON-51368,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-01-28,Gift Delivered,Prospect,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-11726,CON-51726,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Visited Booth,Prospect,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-11298,CON-51298,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-12455,CON-52455,[Organic Social],Organic Social,2026-03-05,-,Prospect,Enterprise,Northeast,No,,,,,,,James O'Brien
CM-11544,CON-51544,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Prospect,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-10080,CON-50080,CY26 Q1 - Hosted - ATL Peach Bowl - 2026-01-09,Hosted Events,2026-01-09,No Show,Customer,Tier 1,Southeast,No,,,,,,,Marcus Webb
CM-12264,CON-52264,[Paid Search],Paid Search,2026-01-12,-,Customer,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-10955,CON-50955,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Churned,Enterprise,Midwest,No,,,,,,,Sarah Mitchell
CM-10433,CON-50433,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-02,No Show,Prospect,Enterprise,West,No,,,,,,,Marcus Webb
CM-12157,CON-52157,[Paid Search],Paid Search,2026-01-06,-,Prospect,Enterprise,West,No,,,,,,,Rachel Torres
CM-10525,CON-50525,CY26 Q1 - Hosted - Hurricanes vs Detroit Red Wings - 2026-02-28,Hosted Events,2026-03-02,Attended,Prospect,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-10854,CON-50854,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Customer,Enterprise,West,No,,,,,,,Sarah Mitchell
CM-10214,CON-50214,CY26 Q1 - Hosted - Cabot Citrus Golf - 2026-02-08,Hosted Events,2026-02-11,No Show,Prospect,Tier 1,West,Yes,2026-02-24,,,,,,Rachel Torres
CM-10450,CON-50450,CY26 Q1 - Hosted - Golden State Warriors vs Denver Nuggets - 2026-02-02,Hosted Events,2026-02-05,Attended,Prospect,Enterprise,Midwest,No,,,,,,,Marcus Webb
CM-10869,CON-50869,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,David Kim
CM-11949,CON-51949,CY26 Q1 - Webinar - PI Firm Cash Flow Deep Dive,Webinar,2026-03-08,No Show,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-12049,CON-52049,CY26 Q1 - Email - Anthem Injury Lawyers ROI,Email Marketing,2026-02-18,-,Prospect,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-11339,CON-51339,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-25,Gift Delivered,Customer,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-10141,CON-50141,CY26 Q1 - Hosted - Broncos Playoff Game - 2026-01-17,Hosted Events,2026-01-18,Attended,Customer,Enterprise,Southeast,Yes,2026-02-02,OPP-80032,2026-02-16,173600.0,Negotiation,,Rachel Torres
CM-11423,CON-51423,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-03,-,Prospect,Enterprise,Southwest,No,,,,,,,Sarah Mitchell
CM-10444,CON-50444,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-07,Registered,Churned,Enterprise,Southeast,No,,,,,,,James O'Brien
CM-10345,CON-50345,CY26 Q1 - Hosted - Columbus Blue Jackets - 2026-01-28,Hosted Events,2026-01-31,No Show,Prospect,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-12533,CON-52533,[Direct Traffic],Direct Traffic,2026-02-07,-,Prospect,Tier 2,Southwest,No,,,,,,,James O'Brien
CM-10581,CON-50581,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-24,Gift Delivered,Customer,Tier 2,West,No,,,,,,,James O'Brien
CM-11872,CON-51872,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-14,Attended,Prospect,Enterprise,West,No,,,,,,,James O'Brien
CM-10601,CON-50601,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-27,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-11442,CON-51442,CY26 Q1 direct-mail-1many-milkbar-cake (1/29/26),Direct Mail,2026-02-03,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,David Kim
CM-12260,CON-52260,[Paid Search],Paid Search,2026-02-24,-,Prospect,Tier 2,Southeast,No,,,,,,,Sarah Mitchell
CM-10006,CON-50006,CY26 Q1 - Hosted - AAJ Yacht Party - 2026-02-21,Hosted Events,2026-02-25,Attended,Prospect,Tier 2,Northeast,Yes,2026-03-11,,,,,,Sarah Mitchell
CM-10417,CON-50417,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-06,Attended,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11635,CON-51635,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-08,Visited Booth,Churned,Tier 2,Southeast,No,,,,,,,Rachel Torres
CM-11701,CON-51701,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-08,Attended,Customer,Enterprise,Southeast,No,,,,,,,Rachel Torres
CM-10365,CON-50365,CY26 Q1 - Hosted - Elevate Conference Utah Dinner - 2026-02-05,Hosted Events,2026-02-07,Attended,Prospect,Tier 2,West,Yes,2026-02-27,OPP-80081,2026-03-30,103200.0,Closed Won,103200.0,Rachel Torres
CM-12328,CON-52328,[Paid Social],Paid Social,2026-02-18,-,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-10724,CON-50724,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Customer,Tier 1,Northeast,No,,,,,,,David Kim
CM-10593,CON-50593,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-23,Gift Delivered,Customer,Tier 1,Northeast,No,,,,,,,Sarah Mitchell
CM-10187,CON-50187,CY26 Q1 - Hosted - Buffalo Sabres - 2026-02-05,Hosted Events,2026-02-09,Attended,Prospect,Tier 1,Northeast,No,,,,,,,Marcus Webb
CM-11161,CON-51161,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-22,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-10785,CON-50785,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 1,Southwest,No,,,,,,,Rachel Torres
CM-10840,CON-50840,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-03,Gift Delivered,Customer,Tier 2,Southeast,No,,,,,,,Marcus Webb
CM-12182,CON-52182,[Paid Search],Paid Search,2026-01-17,-,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-12192,CON-52192,[Paid Search],Paid Search,2026-01-31,-,Prospect,Tier 1,Southwest,No,,,,,,,Marcus Webb
CM-11800,CON-51800,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-17,Attended,Customer,Tier 2,West,No,,,,,,,James O'Brien
CM-11600,CON-51600,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-15,Visited Booth,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-10425,CON-50425,CY26 Q1 - Hosted - Florida Panthers - 2026-02-04,Hosted Events,2026-02-06,Registered,Prospect,Tier 2,Southwest,No,,,,,,,Rachel Torres
CM-10722,CON-50722,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-04,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-10560,CON-50560,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-25,-,Prospect,Enterprise,West,No,,,,,,,James O'Brien
CM-11462,CON-51462,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-24,Badge Scan,Prospect,Enterprise,Southeast,No,,,,,,,Sarah Mitchell
CM-11019,CON-51019,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-09,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-11718,CON-51718,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-09,Badge Scan,Churned,Enterprise,Midwest,No,,,,,,,David Kim
CM-10837,CON-50837,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-10,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-10957,CON-50957,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Customer,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-12203,CON-52203,[Paid Search],Paid Search,2026-01-28,-,Prospect,Enterprise,Midwest,No,,,,,,,James O'Brien
CM-12463,CON-52463,[Organic Social],Organic Social,2026-02-07,-,Churned,Tier 2,Northeast,No,,,,,,,Marcus Webb
CM-11074,CON-51074,CY26 Q1 direct-mail-1many-fortune-cookies (2/06/2026),Direct Mail,2026-02-08,Gift Delivered,Prospect,Tier 2,Southwest,No,,,,,,,David Kim
CM-10588,CON-50588,CY26 Q1 direct-mail-1few-citrus-golf (1/22/26),Direct Mail,2026-01-24,Gift Delivered,Customer,Enterprise,West,Yes,2026-02-12,OPP-80125,2026-03-09,115600.0,Closed Lost,,Marcus Webb
CM-10690,CON-50690,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-07,-,Customer,Enterprise,Northeast,No,,,,,,,Sarah Mitchell
CM-10818,CON-50818,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-08,-,Prospect,Tier 2,Southwest,Yes,2026-01-22,,,,,,James O'Brien
CM-11691,CON-51691,CY26 Q1 - Industry - Mass Torts Made Perfect,Industry Events,2026-03-06,Attended,Prospect,Tier 1,Northeast,No,,,,,,,Marcus Webb
CM-12176,CON-52176,[Paid Search],Paid Search,2026-01-28,-,Prospect,Tier 1,Southeast,No,,,,,,,Sarah Mitchell
CM-11790,CON-51790,CY26 Q1 - Webinar - AI Demand Letter Best Practices,Webinar,2026-01-17,No Show,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-10804,CON-50804,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-05,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,James O'Brien
CM-11230,CON-51230,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-23,Gift Delivered,Prospect,Enterprise,Northeast,No,,,,,,,Rachel Torres
CM-12472,CON-52472,[Organic Social],Organic Social,2026-01-05,-,Customer,Tier 2,Midwest,No,,,,,,,Sarah Mitchell
CM-12298,CON-52298,[Paid Social],Paid Social,2026-03-25,-,Prospect,Tier 2,Southwest,No,,,,,,,Sarah Mitchell
CM-11250,CON-51250,CY26 Q1 direct-mail-1many-journal-socks (2/20/2026),Direct Mail,2026-02-19,Gift Delivered,Prospect,Tier 2,Midwest,No,,,,,,,Marcus Webb
CM-11501,CON-51501,CY26 Q1 - Industry - NTL Miami Conference,Industry Events,2026-01-20,Attended,Customer,Tier 2,West,No,,,,,,,James O'Brien
CM-10969,CON-50969,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-24,Gift Delivered,Prospect,Tier 2,Northeast,Yes,2026-03-17,OPP-80141,2026-03-20,31100.0,Closed Won,31100.0,Sarah Mitchell
CM-10839,CON-50839,CY26 Q1 direct-mail-1many-socks-journal (1/05/2026),Direct Mail,2026-01-06,Gift Delivered,Prospect,Tier 2,West,No,,,,,,,Sarah Mitchell
CM-10953,CON-50953,CY26 Q1 direct-mail-1many-desk-clock (2/20/2026),Direct Mail,2026-02-21,Gift Delivered,Prospect,Tier 2,Northeast,No,,,,,,,David Kim
CM-11294,CON-51294,CY26 Q1 direct-mail-1many-oreos-6pack (2/20/2026),Direct Mail,2026-02-19,-,Prospect,Tier 2,Southeast,No,,,,,,,David Kim
CM-11883,CON-51883,CY26 Q1 - Webinar - Settlement Benchmarks Report,Webinar,2026-02-11,Registered,Customer,Tier 2,Northeast,No,,,,,,,Rachel Torres
CM-11590,CON-51590,CY26 Q1 - Industry - AAJ Winter Convention,Industry Events,2026-02-11,Attended,Prospect,Tier 1,West,No,,,,,,,Sarah Mitchell
CM-11983,CON-51983,CY26 Q1 - Email - January Product Update,Email Marketing,2026-01-07,-,Prospect,Tier 1,West,No,,,,,,,Rachel Torres
